 ######################################################################
 #Data for Case=           3
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
  #  9.99999975E-05    1001      2242  1.28400002E+01  1.30459351E+01  7.98839294E+00  3.81034099E-01  2.17050659E-01
 ######################################################################
 # YPAD(I)/H,     U(I)/VW	
  5.10246959E-01  6.32366521E-01
  5.11271091E-01  6.32599933E-01
  5.12295121E-01  6.32833199E-01
  5.13319049E-01  6.33066318E-01
  5.14342874E-01  6.33299289E-01
  5.15366597E-01  6.33532114E-01
  5.16390218E-01  6.33764791E-01
  5.17413736E-01  6.33997321E-01
  5.18437151E-01  6.34229705E-01
  5.19460465E-01  6.34461941E-01
  5.20483676E-01  6.34694030E-01
  5.21506785E-01  6.34925972E-01
  5.22529791E-01  6.35157768E-01
  5.23552695E-01  6.35389416E-01
  5.24575497E-01  6.35620917E-01
  5.25598197E-01  6.35852271E-01
  5.26620794E-01  6.36083479E-01
  5.27643290E-01  6.36314539E-01
  5.28665682E-01  6.36545453E-01
  5.29687973E-01  6.36776219E-01
  5.30710161E-01  6.37006840E-01
  5.31732248E-01  6.37237312E-01
  5.32754232E-01  6.37467640E-01
  5.33776113E-01  6.37697819E-01
  5.34797893E-01  6.37927854E-01
  5.35819571E-01  6.38157740E-01
  5.36841146E-01  6.38387482E-01
  5.37862619E-01  6.38617076E-01
  5.38883990E-01  6.38846526E-01
  5.39905259E-01  6.39075827E-01
  5.40926426E-01  6.39304986E-01
  5.41947490E-01  6.39533995E-01
  5.42968453E-01  6.39762863E-01
  5.43989313E-01  6.39991580E-01
  5.45010071E-01  6.40220157E-01
  5.46030728E-01  6.40448584E-01
  5.47051282E-01  6.40676872E-01
  5.48071734E-01  6.40905008E-01
  5.49092084E-01  6.41133006E-01
  5.50112332E-01  6.41360853E-01
  5.51132478E-01  6.41588563E-01
  5.52152523E-01  6.41816121E-01
  5.53172465E-01  6.42043543E-01
  5.54192305E-01  6.42270814E-01
  5.55212043E-01  6.42497949E-01
  5.56231679E-01  6.42724932E-01
  5.57251213E-01  6.42951782E-01
  5.58270645E-01  6.43178479E-01
  5.59289976E-01  6.43405044E-01
  5.60309204E-01  6.43631456E-01
  5.61328330E-01  6.43857738E-01
  5.62347355E-01  6.44083866E-01
  5.63366278E-01  6.44309866E-01
  5.64385098E-01  6.44535710E-01
  5.65403817E-01  6.44761429E-01
  5.66422434E-01  6.44986993E-01
  5.67440949E-01  6.45212432E-01
  5.68459363E-01  6.45437715E-01
  5.69477674E-01  6.45662877E-01
  5.70495884E-01  6.45887881E-01
  5.71513992E-01  6.46112766E-01
  5.72531998E-01  6.46337493E-01
  5.73549902E-01  6.46562104E-01
  5.74567704E-01  6.46786555E-01
  5.75585405E-01  6.47010893E-01
  5.76603004E-01  6.47235070E-01
  5.77620501E-01  6.47459137E-01
